10000 200000
2 8095 3682
1 9252 6883
2 6072 5955
2 7481 284
2 3173 7651
1 3236 6202
1 2028 6142
2 7949 2535
1 8427 9326
1 2608 5174
2 9518 375
2 2195 4621
2 9446 2784
1 535 4562
2 1378 1113
1 7154 1115
1 8848 627
1 4138 270
2 7226 2681
2 4799 5286
1 5390 8389
1 9483 5153
1 6935 4055
1 9644 6509
1 7960 6421
1 1647 4644
2 7321 9399
1 9783 6073
1 6911 9091
1 4907 435
1 6098 3537
2 414 2272
2 4431 5835
2 3217 9130
1 8873 8464
1 1344 8992
2 8249 7080
2 4461 7587
1 6946 929
1 3257 29
1 6274 7072
2 396 2018
1 2844 836
2 4804 4093
2 4147 6544
1 1694 606
1 3506 4203
2 7996 9339
2 2029 1961
1 6502 3782
1 1092 2204
1 5765 8693
1 5935 962
2 2352 7664
1 6260 9235
2 9008 9048
1 9573 5758
2 4846 2334
2 7904 4568
1 8902 8988
1 2778 3759
2 6858 7702
1 4285 3243
1 5108 7707
2 4804 4740
1 8559 3335
1 8313 2334
2 4662 7943
1 3755 4343
1 1666 4974
1 8535 3152
1 4736 7597
1 3893 6571
1 9291 30
1 8981 5100
2 7759 2544
1 6295 4872
1 5806 4865
2 7257 1383
1 9455 8794
1 3838 4147
1 3471 2345
2 2431 8551
2 1160 5287
2 1465 6318
2 3186 6138
2 1436 4568
1 3699 7223
2 7273 4229
1 9581 4896
2 5688 1800
1 9475 3320
1 7861 7423
1 229 1735
1 9049 6643
2 2647 6470
2 8751 3502
1 2987 3968
1 8142 3094
2 5453 109
2 648 8021
1 4762 1858
2 8698 2168
1 1977 8890
2 9807 7801
2 4913 145
2 2970 8074
1 4401 9561
2 1858 943
2 2388 2366
1 2538 9594
1 8899 8076
1 4585 5841
2 2410 2289
2 9118 9492
2 7380 4248
2 1338 2190
2 8467 9181
1 5646 1123
1 3397 3789
1 8849 3239
1 6106 7424
1 2567 6545
1 6316 1091
1 3190 6907
1 5928 5012
1 7727 7079
1 8775 2485
1 877 2178
2 6834 1735
1 5864 358
2 7828 8130
2 7756 5767
2 5958 174
2 5434 7587
2 5388 3914
1 1320 8528
2 8411 7191
1 8699 2397
2 7647 9800
2 2432 4670
2 5608 9553
1 2608 2322
2 5805 3539
2 8986 9249
1 7718 3253
1 8160 1215
1 5055 8554
1 9640 2214
1 7712 5336
1 6965 3579
1 2310 6623
1 2656 7077
1 3912 9014
2 5752 6608
1 6433 1114
1 7342 3278
2 4956 6057
2 4945 4814
1 7352 3525
2 5034 1225
1 1252 597
1 9452 1587
2 3449 893
2 3811 9762
1 9324 6285
1 6458 6094
1 4414 2485
1 5433 8401
1 9508 7946
1 3479 612
2 3984 8850
1 1097 5698
1 1944 6642
1 1175 5726
1 8928 2392
2 8589 2418
1 7558 9522
2 7083 3378
1 4067 1554
1 401 9650
2 8318 884
2 1958 1784
1 5639 3175
1 7621 2181
2 9290 696
2 4222 7912
2 9093 6017
1 2489 8893
2 5831 9832
2 5592 8058
2 2562 8735
2 1905 2542
1 6137 7501
1 6639 279
1 3715 5420
2 8755 4097
2 1302 7717
1 6259 2304
1 8925 5408
1 2184 4963
1 93 5556
1 6342 8393
2 7700 1872
2 4304 345
2 870 8942
1 6874 3165
2 6420 444
2 7129 6472
2 4552 9359
2 7168 8259
2 4004 1513
2 2264 7750
1 4926 3017
2 5371 4113
1 2186 1348
1 9083 1897
1 7605 7342
2 5406 1008
2 5844 9539
2 1120 2552
1 4700 1567
1 8189 5858
2 6752 967
1 2734 8995
1 4862 1755
2 4134 799
2 5475 8877
2 2235 7071
2 4602 4470
1 9858 2434
2 26 4717
2 535 7030
2 7149 8615
1 4905 2241
1 9219 220
1 9982 5280
1 52 5365
2 7531 2439
1 7328 4426
1 5616 1195
1 5106 4419
2 5566 8070
1 3838 7872
2 9104 9611
1 9844 1921
1 672 3833
2 6812 3467
1 7796 5429
1 2677 9168
2 4483 9292
1 9358 8007
2 9455 2627
1 8313 2918
1 8457 2686
1 5175 6875
1 8189 1372
1 7851 3650
2 808 3826
1 7 3938
1 3542 2291
2 5783 6509
2 576 5092
1 6945 6655
1 9655 7615
2 3188 7833
2 286 9435
2 1416 3349
1 2843 7072
1 9262 6118
2 2671 4662
1 6384 6250
1 4399 4486
1 576 406
2 8020 2956
1 9209 9955
1 3766 2756
1 4477 6845
2 9510 3131
2 1942 2196
1 1958 5310
2 9712 6745
1 9798 5391
2 3716 5829
1 1522 1424
1 1493 7100
1 3158 8885
1 7954 3825
2 2366 6343
2 6042 3577
2 9564 3517
2 2444 8484
1 1552 1392
2 6795 8208
1 7836 6383
1 1884 3901
1 6323 1793
1 2563 7182
2 3194 3077
2 1259 6544
1 1710 5831
2 280 1436
1 2342 2568
1 365 8345
1 310 2141
1 9934 8692
2 6633 9309
1 8067 354
1 3675 3975
2 1916 4677
2 7326 4568
1 7018 419
2 3406 7706
2 3033 5042
2 9959 1579
2 5082 1548
1 2129 6121
2 5370 6189
1 122 7918
2 6514 7147
1 35 7414
1 5756 6058
1 9749 3123
2 6067 7199
2 7263 9167
1 7154 9468
2 2717 4313
2 1833 4217
1 4624 5617
1 9598 9751
2 2893 5802
2 560 2156
1 7522 6396
2 3222 7996
1 8144 9290
1 5554 7667
1 6403 5026
2 3957 8654
1 5558 6540
2 8385 7478
1 5395 4223
2 3062 349
2 7270 5879
1 7293 5199
1 8672 9676
1 2020 2937
1 8904 7397
1 5081 2901
1 173 9174
2 443 2686
1 6235 2114
1 3865 1815
2 9062 8994
2 9566 1509
1 8594 7486
2 7211 3317
2 2539 1699
1 7863 7054
2 3321 5017
1 6850 6792
1 2859 2401
2 7396 6874
1 9176 5589
1 6280 4656
1 3608 2001
2 3200 1514
2 2387 5814
1 2297 9094
2 5901 1819
2 5510 6376
2 8882 3892
2 6455 3823
2 3661 7755
1 1040 4701
1 6217 1794
1 1759 2013
1 1945 5160
1 3709 6133
2 37 1086
2 4223 1130
2 8826 9218
2 1850 766
2 3809 411
2 3206 5438
1 6694 9772
1 3206 84
1 7934 9035
2 1764 5316
1 3721 8976
2 2861 5040
1 9407 4890
2 4876 2927
1 9387 7083
2 9637 2322
1 5613 722
1 3571 3538
1 4281 2357
2 5340 9182
2 2321 542
1 873 8644
2 3871 8656
1 8226 5203
2 6657 7230
2 5895 4725
1 7880 4535
1 7808 6442
2 3121 9369
1 9420 1496
1 6481 1156
2 5360 9212
1 4656 8584
1 4403 7468
2 6954 6931
2 3419 4707
1 3342 5030
2 6238 407
1 3775 5757
2 3250 5149
2 7264 1055
1 5972 5186
2 6590 8054
2 151 1997
2 3875 3943
1 6679 939
1 7989 1091
2 1736 9439
2 998 6724
1 2346 2435
1 7640 3950
1 7102 1829
2 6460 7997
2 2649 3176
1 7015 7200
2 3909 9657
2 2953 3580
2 7597 6954
2 4129 9595
2 302 8414
1 6863 1445
1 5804 9478
2 3928 9463
1 5225 5116
2 2451 2806
2 6140 8690
1 7598 1159
2 5136 7692
1 6226 4056
1 2507 9087
1 4740 6897
2 1159 4390
2 3290 4157
2 6146 3441
1 4976 8251
2 9667 3691
1 3277 2582
1 5348 4171
2 943 7430
2 2935 2380
2 6931 4588
1 3355 3237
2 3861 9779
1 440 1843
1 5531 7084
2 8731 5252
1 9526 7645
1 8553 3096
1 6045 4684
1 6951 2432
2 7376 2596
1 5236 2266
2 6899 983
2 6103 3278
2 4410 6717
1 5437 2757
1 1395 7886
1 8940 3094
2 224 3038
2 6513 2886
2 4982 6137
2 216 7567
1 46 1991
1 7161 9132
1 8981 6263
2 4953 914
1 9700 6851
1 2616 4717
1 6781 7553
2 8362 5410
2 2526 7784
2 3915 3138
2 8891 5494
1 2394 5611
1 1463 7803
1 6948 4412
2 4752 4335
1 5676 8097
2 1339 139
1 3295 5166
2 65 539
1 9881 4653
2 9552 9708
1 8761 3295
1 9079 4374
2 7991 1976
1 7289 6206
1 7178 3001
2 7722 635
2 7414 9140
1 8066 6123
2 4701 6128
1 7177 5056
2 3394 7831
1 7020 119
1 5336 5005
1 9227 6431
2 9800 7441
1 6890 5871
1 7924 3485
2 2570 1285
1 148 5854
2 8295 2663
1 7746 6133
2 780 9702
1 9413 3405
1 5266 6339
1 3921 7377
2 476 5070
2 2248 6939
1 8136 8537
2 8258 4815
1 6155 6046
2 1980 1176
2 8625 6484
1 5419 5217
2 4868 4488
2 9095 941
1 6954 2965
1 3415 347
1 1692 719
1 9865 810
2 1417 4506
2 2999 8997
1 893 8588
1 4345 3984
2 5122 5850
2 851 7890
2 6010 5495
1 6812 4413
1 928 1949
1 6949 8770
2 1719 8270
2 769 8981
1 4365 4858
1 3127 2383
2 3871 5183
1 7172 1755
2 8772 1874
1 3383 9936
2 7485 680
1 2310 54
2 3772 5523
2 1359 7150
2 8545 7549
2 4945 7440
2 1558 7071
1 1206 7193
2 1283 5258
2 6752 9390
1 8609 7487
2 960 859
2 8100 7695
2 1180 4177
2 2341 9562
2 4310 2746
1 4574 5746
2 4417 5066
2 3922 4504
1 3641 2348
2 2784 2417
2 7669 4176
2 691 8453
1 5690 6627
1 6142 188
1 3014 7970
1 9641 6600
1 3660 6083
2 6511 4806
1 4465 952
2 6938 817
1 1672 3021
1 2784 2155
1 3895 9290
2 7838 2254
1 4180 7216
1 7808 3183
2 8174 4419
1 1411 1203
2 6126 7362
2 1847 5824
1 6821 8205
2 4652 4298
2 5649 6931
2 9922 9230
2 2887 8044
2 4184 6591
2 1675 3166
1 2283 2771
1 8687 6954
1 3222 8747
2 237 9359
2 1491 9778
1 8082 6233
2 2579 5912
1 2037 2045
1 243 498
2 9930 5312
1 1604 3623
1 3093 4293
2 6611 1996
2 8494 9061
2 1009 8601
1 3769 7802
1 8940 9823
2 8807 201
2 4755 7190
1 3118 5850
1 3450 6752
1 660 5156
1 8099 5841
2 4997 9171
2 4715 6081
1 7095 637
1 7447 3859
2 8168 8985
2 643 2486
1 6797 135
1 1130 6921
2 8979 9191
2 9763 237
2 8056 3189
1 1361 2024
2 6421 5415
2 3058 7438
1 6063 5112
1 594 4403
2 4947 3369
2 5143 4152
1 1107 1316
2 5582 4162
1 7880 5905
2 3271 8122
2 2650 5515
2 5759 4852
1 5749 8050
1 4429 5042
2 4434 911
2 9035 1282
2 8425 9689
1 3987 2607
1 2878 988
2 5960 5496
2 5114 5236
2 1362 7393
2 1022 2780
2 2684 6695
2 8007 7928
1 6996 9220
2 1561 6400
2 653 9269
1 8944 474
1 1984 1119
1 5669 1902
2 4109 2245
2 4071 2230
1 9731 6756
1 8403 7257
1 1918 1656
2 2497 2409
1 3005 5983
2 426 5973
2 8474 8855
2 9066 6649
1 3995 1171
2 1171 3663
2 2879 6805
2 9679 9796
1 9418 8634
1 6028 8392
2 9621 6755
2 6610 762
1 549 1974
2 3316 7785
2 7012 8922
1 5149 5678
1 4619 3177
2 7316 2518
2 1822 2200
2 8025 8974
1 8433 9578
1 9970 767
1 7403 8285
2 3630 9144
1 7114 5739
1 6883 4106
2 3205 5527
1 4598 1660
2 7656 4704
2 4097 890
2 5273 9688
2 7896 2846
2 5179 9912
2 6398 6833
2 9406 6039
2 9709 8215
1 2698 8766
2 913 8998
2 4256 3494
1 6438 6243
2 6944 5152
1 7482 2678
2 2738 588
2 3624 1082
2 2053 1964
1 8901 3696
1 1435 5294
2 5416 6949
2 9557 6719
2 4566 9635
1 1704 867
2 3512 5145
1 140 4292
1 5267 9552
1 1533 3747
1 8499 6071
2 8552 9936
2 8327 3283
1 9361 5517
2 8659 4578
2 9481 7905
2 4170 3606
1 9798 737
1 4726 7295
1 3476 8356
2 6890 6650
1 7842 5214
1 7525 585
2 5263 335
1 518 935
2 2679 8734
1 703 8574
1 2100 8132
2 503 2112
1 5106 9110
1 6091 4086
2 2369 8107
1 2506 902
2 7778 462
1 7137 1631
1 5610 7487
2 7566 3
2 4331 607
1 1950 9493
2 2205 6138
2 8312 9064
2 2696 134
2 9847 1809
1 6762 728
2 8972 667
1 6689 1908
1 9547 705
2 8275 5316
2 9499 6095
1 1134 4210
2 5478 4273
2 6384 7429
2 9476 435
2 3913 6067
1 6520 4445
1 7968 8910
2 8615 7162
2 3708 4572
2 7294 4281
2 902 4983
1 9445 9860
2 1723 6636
1 6799 6712
1 5181 587
1 5677 3471
2 8480 9172
1 2679 3644
1 1476 9690
2 5824 3016
1 4178 8578
1 5944 7271
2 2696 3732
1 2998 202
1 7218 1147
1 8068 3089
2 6042 1688
2 6173 2406
2 6367 988
2 3684 2771
1 308 552
1 2632 7680
2 4556 2090
1 8658 6823
1 4671 7205
1 4435 9996
2 6729 8780
1 1816 3429
2 1808 3151
1 5473 3470
2 8624 1835
1 7613 4643
2 9483 850
2 5425 5280
1 6991 3274
1 1318 2978
2 1212 8852
1 6103 2243
2 8455 2405
2 3562 8890
1 5526 5231
2 5895 584
2 8441 2495
1 7763 5909
2 5210 5249
1 3524 7529
1 8839 5329
1 6926 4002
2 8105 2321
2 519 3857
2 4041 1130
2 6693 1071
2 1485 194
1 1853 3131
1 2025 5823
2 3261 5751
1 4240 5261
2 574 7313
2 3164 8514
1 885 6310
1 8859 7001
2 2435 1294
1 74 8867
2 3836 9412
1 6590 6564
2 9462 7065
2 5265 6208
1 9035 9359
1 7579 3903
1 5096 4010
1 6679 800
1 7318 9413
2 4513 3682
1 5615 8424
2 9008 8054
2 575 4629
1 9749 5404
1 2118 9807
2 5926 4084
1 9778 4553
2 8794 5552
1 6142 9216
1 7979 7331
1 2702 57
1 954 2613
1 4631 1672
1 1064 5672
1 9983 1465
2 6290 2071
2 9591 9721
2 3638 8154
1 9872 146
2 6750 4071
1 9152 4997
2 5560 6022
1 3874 8309
2 60 8325
2 1505 3610
2 1482 6543
2 376 3795
1 3175 544
1 847 2131
1 5016 5029
1 859 2833
1 3927 8128
2 3680 9922
1 4098 9461
2 9273 4695
2 3002 9920
1 5031 4708
1 214 9472
2 3653 6343
2 1217 4511
1 9098 3733
1 9704 4416
2 2583 3046
2 6710 5926
1 2368 8510
2 3794 9765
1 7432 5145
1 6135 3105
2 7219 9034
2 4834 873
2 3800 2287
1 4410 7908
2 2423 7659
2 2684 6194
1 2775 347
1 3728 1978
1 716 9639
1 3368 3465
1 642 7276
2 8857 200
2 434 4559
2 756 4436
2 536 4208
1 3686 2271
2 8201 9844
1 4104 5706
2 7879 2750
2 5260 2075
1 6245 7253
1 8038 8780
1 4160 6121
2 4276 899
1 9542 6348
1 2021 1134
1 9141 9203
1 4948 5434
1 7643 1368
2 4501 5801
1 3086 2378
2 9942 658
2 2479 4373
1 3059 4432
1 9121 2750
1 2542 8817
1 4930 9371
2 5757 4805
2 8422 2737
2 2398 2411
2 7332 1739
1 4520 3518
1 6571 8473
2 4203 3474
2 4858 876
1 8702 9910
2 637 323
2 3511 6924
1 1044 1134
2 7753 2572
2 6838 3572
2 6871 4967
2 7253 6224
2 4348 1782
1 3902 714
1 7418 8131
1 7660 491
1 5891 2276
2 2904 7280
2 5165 394
2 3346 2243
2 5147 2401
1 5424 3809
2 9343 213
2 14 6326
2 7070 2499
1 7939 2023
1 7312 5500
1 2881 1680
1 2952 6905
1 3503 8022
2 7331 2025
1 7210 7360
1 1538 3647
1 819 8905
1 733 6264
2 295 2978
1 5428 8310
2 4213 705
2 2952 4957
1 4865 6412
2 5460 3198
1 6475 4864
1 844 5948
2 1870 9592
2 8493 2594
2 4784 26
1 9596 2567
1 9340 9276
2 7520 2316
1 1041 9556
1 8569 205
1 1868 7082
2 6589 7652
1 129 1971
2 2623 6640
1 9033 6053
2 3252 2089
1 3293 4661
2 871 5236
2 5992 9191
2 6294 3128
2 976 6198
2 6578 7849
1 8459 6376
2 5584 3308
2 6257 6048
2 3266 5913
1 1462 8661
2 7300 8056
2 6798 4915
1 3313 2269
1 2865 5411
2 3334 6539
2 8365 3669
2 532 5439
1 5122 571
2 6597 6272
2 6024 425
1 8413 4178
2 3338 8772
2 1924 9102
2 2990 7350
1 2179 6822
1 3628 6888
1 4310 8233
1 6539 9403
1 6866 1407
2 8902 1391
2 1008 844
1 2154 4572
1 9144 9665
2 6507 6843
1 9733 8187
2 7486 7605
1 7104 4072
2 5404 9626
1 3441 5803
2 5706 2232
1 4782 8214
2 8813 3343
1 890 6745
2 3540 8463
1 2340 5004
1 5595 547
2 6077 3659
2 4617 3056
2 2827 375
2 1999 5888
1 8774 6756
2 5002 1821
2 7401 7762
2 9899 8189
2 840 3222
2 7767 8274
1 4346 756
2 7253 8625
1 552 4901
2 7495 3169
2 7050 2778
1 1 5585
1 2647 3312
1 8306 3816
1 8266 8761
1 1027 4703
1 3858 1885
2 8953 2157
1 2138 633
2 8798 9734
2 8560 2547
2 4554 8000
2 5026 6748
2 8599 5348
1 7364 2593
2 5971 7618
2 8867 4925
2 3055 7241
2 7759 8030
2 8281 9091
1 3997 8356
1 6651 6256
1 817 2156
1 4271 4325
2 8458 5393
2 5570 4218
1 6608 6141
1 896 1660
1 6988 3943
2 7970 37
1 1802 9775
1 4663 8558
1 1075 3841
1 8605 7056
2 6036 2577
1 8140 8947
1 8785 6420
2 4323 4649
2 6215 1889
2 3898 7492
1 626 3145
2 839 6124
1 8294 4182
1 9398 5354
1 3715 1950
1 6406 2760
1 9082 9167
2 8472 1853
1 6629 5763
1 3042 4020
2 8847 4614
1 9476 2041
2 6035 6379
2 2737 581
2 2367 5447
1 1688 6267
1 4265 5761
2 6175 4288
1 840 1544
2 934 6737
1 1279 4435
2 2651 4940
2 1680 7319
1 3960 4007
1 7296 2030
2 2363 8760
1 3737 574
2 2531 704
2 9701 2090
1 9544 1623
1 2886 9551
2 9029 2385
2 8082 4176
2 1866 2210
1 2151 8512
1 8413 7590
2 9003 5346
2 7080 6970
1 2580 6309
1 9246 8056
2 1429 7232
2 772 4972
2 1251 7861
1 5102 3322
1 9826 2843
1 1575 7241
1 8792 4227
1 3377 2477
2 1837 8382
2 5542 5974
2 902 2901
2 7451 355
2 2470 3376
2 6930 7279
2 6461 6608
2 8898 8555
2 989 4407
2 6102 4363
1 6983 9142
1 369 2866
2 9754 392
2 1063 928
1 4895 5608
2 2677 9865
1 4179 7916
2 5590 8947
2 1978 8711
2 2186 2018
2 1493 8201
1 3455 2444
2 8085 7207
1 7946 8828
2 6558 883
2 3674 4117
1 8889 5713
2 70 4067
1 8881 6704
1 3196 8290
1 187 7054
1 2247 7290
1 805 8694
2 648 6428
1 3591 2524
2 6059 8947
2 3930 588
1 8885 3431
1 655 1120
1 2336 6338
2 9018 5290
2 8572 5934
2 120 7726
2 2428 9466
1 1347 138
1 1329 1218
1 3746 4681
2 6758 8094
1 1428 4659
2 5879 9608
2 7272 546
2 5405 7103
2 6232 1952
2 7554 3502
1 5640 9716
1 9195 3348
2 2191 3611
1 3334 9561
2 9301 6593
2 4617 5519
1 7907 3699
1 4151 3818
1 4850 1667
2 3424 6162
2 6807 9588
2 4802 494
2 389 6323
2 5453 8317
1 6154 8957
1 6785 7160
1 6974 7917
2 1934 5947
2 1167 8022
2 7382 7871
2 1067 8600
2 8768 3451
1 7148 4590
1 8059 7268
2 2703 8382
2 8514 3457
2 5785 394
1 1346 8494
1 1756 1177
1 5078 3643
1 833 5539
2 6087 8155
2 4910 1050
1 6754 2392
1 3637 8541
2 8706 2776
2 7666 8442
2 3332 7113
2 610 9948
2 5353 1126
2 8711 7531
1 8719 6492
1 5828 8213
1 778 826
2 6792 4139
1 4271 8503
1 1313 3910
1 3983 7754
1 1060 3064
1 5957 3085
1 8549 2278
1 7567 3810
2 6558 2078
2 9035 9481
1 3946 3109
1 2281 4785
2 4160 1367
1 9083 9617
2 3049 2142
2 8360 4571
1 8450 3486
2 4312 2680
2 2333 110
1 6127 5760
2 9496 3711
1 6961 2078
1 7154 164
2 9251 1057
2 7965 4695
2 209 6997
1 6402 6430
2 9956 437
2 4643 8456
1 4925 9529
2 4637 2819
2 5065 4467
2 5754 4053
1 6886 7844
2 3820 8357
1 3171 9321
2 5958 9798
1 9536 7172
2 6557 5779
1 7676 1313
1 4512 8286
2 4353 3898
1 9905 2119
1 5691 388
2 3292 2535
1 3649 8632
2 6753 1883
1 3709 5195
2 9477 3140
2 5028 932
1 7293 1765
2 2599 4378
1 1431 5770
1 7237 5022
1 4221 9872
1 2707 3907
2 4590 7043
2 7709 8819
2 5840 9590
1 3623 1807
1 5408 4439
1 9380 6879
2 1410 7288
2 9790 324
2 7187 9987
1 3740 6572
2 1774 3594
2 1185 3575
1 8625 6870
1 9892 9959
2 3856 3219
2 8270 3990
1 1724 2937
2 2563 6992
2 1229 9374
1 2638 9987
2 7336 3756
2 192 8962
2 4131 5921
1 5320 6250
2 5389 2288
1 2724 5999
1 8316 7901
1 5039 63
2 1063 7973
2 7160 3035
2 7108 6594
2 1522 9041
2 3953 8523
2 6472 5545
1 9561 1881
2 358 7440
2 5664 373
2 8472 595
2 8949 124
1 5206 5416
1 7545 7652
2 4006 6929
1 2220 5766
2 2501 456
1 226 7894
1 5731 3081
2 4979 3158
2 4896 3391
2 9072 5329
1 5774 7703
2 1508 4827
1 2574 9822
1 838 4685
2 4956 3607
1 4857 8006
2 4034 9866
1 4725 2203
1 7248 71
2 4199 4677
2 3042 468
2 2762 9290
1 6190 5967
2 8196 3448
1 2086 9500
2 3817 107
1 1004 9762
2 723 5608
1 5611 4659
2 4433 3121
1 2774 9846
2 4889 850
2 4171 7710
1 4531 1610
2 5277 7383
2 518 8913
2 9487 7090
1 116 3347
1 140 5200
1 7431 7633
1 1549 3435
1 4039 267
1 4576 7646
2 2855 6730
1 9695 3792
2 9374 8477
2 6148 2045
2 4160 2006
2 5372 5603
1 8455 3452
2 6404 4193
2 8249 2895
1 8535 5749
2 5953 4512
1 3268 7204
2 8563 1855
1 308 2894
2 8380 4671
2 4915 4628
1 5111 9621
1 9605 1956
1 5373 2566
1 3175 72
2 6269 9157
2 9135 7903
2 1053 2093
2 611 4997
2 2992 9097
2 2399 9785
2 2856 9533
2 6820 4064
1 2770 4973
2 8478 5908
1 4645 395
2 5395 8143
2 5743 608
2 9808 8350
2 9220 1126
1 4503 265
1 2736 6080
1 7248 1093
1 6396 2648
2 2692 825
2 8506 4338
1 6087 7445
2 3788 1967
1 5405 6423
1 7856 7307
1 7115 7468
1 8415 2213
2 6931 4977
2 2209 7306
2 3628 8672
1 6643 9652
2 8375 895
2 6469 8490
2 1472 1209
2 4182 9554
1 7650 3168
2 6394 7715
2 8850 3372
2 6278 9220
2 9888 3321
2 3310 9347
2 7667 652
1 4122 1975
2 3264 3291
1 5222 3968
1 14 4693
1 1854 103
1 7075 1584
2 7192 4784
2 4074 7234
2 5315 9674
2 2976 4949
1 6333 5890
1 488 5306
1 8398 5557
1 7549 5158
2 8996 8691
2 8967 4053
2 8849 4947
1 3850 5788
2 4657 8309
1 386 2601
2 9191 8839
1 8206 7689
2 5126 6756
2 534 969
2 80 7472
2 9225 8317
2 7886 965
2 5385 1082
1 4343 5248
2 8141 6794
1 9886 6293
1 572 3197
1 6813 2674
1 9543 7245
2 2135 8286
1 8658 4460
1 18 5555
1 9946 6542
2 4670 5760
1 2858 3322
1 3699 7377
2 912 3401
2 6759 9125
2 4655 4491
2 2312 6878
2 8411 877
1 8311 2226
1 7395 7219
2 237 5840
2 4075 1408
1 7855 6613
1 9766 7803
1 9411 7504
2 5452 6609
2 3332 436
1 9446 2601
1 9983 6762
1 4421 5417
1 7757 3102
1 7826 5984
1 3812 8614
1 2820 3871
2 3490 8175
2 4270 5027
1 2498 3169
2 8044 6785
2 8428 9026
2 1204 9679
2 9563 3219
2 7751 8860
2 572 3533
1 7281 6789
1 537 5015
1 6665 6964
2 7893 5817
2 595 8572
2 3378 6014
2 6280 9829
1 3553 8967
1 263 7489
2 8808 8014
2 6201 9725
2 5243 7480
2 837 9774
2 6697 8880
2 6094 8278
2 3022 2218
1 9018 2628
1 5650 9643
1 9665 1148
1 9392 5089
2 5480 1980
1 3188 3109
1 5513 2192
1 7391 6566
2 900 9295
2 5803 9921
2 9677 5075
2 6017 5722
2 3233 5237
1 9138 8529
1 2982 3394
1 5193 4623
2 3641 9977
1 5731 3361
1 4019 9796
2 8979 1076
2 9788 3456
2 1843 7469
2 2992 791
1 7394 3666
2 4552 6353
1 5594 8393
2 4816 579
1 2256 9373
1 9991 911
2 8494 1717
1 2308 4967
1 7206 2888
2 1286 4694
1 302 1202
1 925 8387
2 2534 8185
2 1008 1375
2 3279 3559
2 7184 5054
1 3823 995
1 623 3624
2 2204 9844
1 1739 1272
1 8227 4173
1 4703 2665
1 5148 6905
2 1644 5182
2 330 3407
2 8900 2029
2 1628 1886
2 8953 3019
2 4865 4705
1 1328 1205
2 2631 7652
2 8619 3545
1 2628 1019
2 9483 8840
2 9736 2082
2 7259 9937
1 7776 9614
1 1585 3744
2 8839 2035
1 4763 6088
1 4042 1153
2 2703 6275
2 9891 8333
2 2788 3830
2 1301 3381
1 7029 6324
1 1602 4418
2 5800 2164
2 1658 4743
1 9902 1657
1 9735 5988
1 9796 1769
1 8584 8318
1 4278 1375
1 8668 8770
1 2865 9722
2 2797 9104
2 1767 4509
2 8660 2045
1 1254 8070
2 1150 3604
2 9559 6934
1 2714 6121
2 2100 4643
1 4055 3473
2 1680 5032
2 3346 10000
2 2232 4424
1 7797 5098
2 7533 7189
2 3805 6237
1 7957 7675
2 5422 8704
2 6802 112
1 7899 8629
1 4009 2023
1 5578 7292
2 7595 9812
1 8672 1380
1 5971 6103
1 1307 5500
1 5465 4391
2 4356 1589
1 5767 1709
1 6544 1407
2 5189 8264
2 1611 3624
1 5852 6007
1 1520 6263
2 8865 9068
1 7326 9814
2 9818 8090
2 9296 4830
2 2762 3077
1 5913 6936
2 2376 3698
1 8764 9632
1 958 5992
2 9605 407
1 1147 2368
2 8608 6532
2 5485 9907
2 9961 9946
2 4154 6946
2 9907 2971
2 1498 7293
2 9540 4430
2 6746 2743
2 5351 3050
1 2550 3809
2 3584 7891
2 5269 147
1 2094 1906
1 364 6677
2 4188 6221
2 2841 3272
1 4890 1409
2 9960 4088
2 7352 2951
1 5813 1862
1 3955 776
2 4224 6500
1 8201 8653
1 5414 5237
1 1948 9759
2 357 1701
1 7468 5325
1 6539 5251
2 4579 4878
2 6325 8382
2 158 1617
1 7336 7574
2 5907 6483
1 5917 8302
2 6502 912
2 5635 8244
1 2671 1291
2 4047 3504
1 8184 8778
1 8484 8715
1 4985 5142
2 8486 4704
1 3969 4559
2 3188 3935
2 7574 4173
2 5390 8065
1 5116 6715
1 4862 9505
2 7981 9607
2 9073 5722
1 8256 5406
2 902 8749
1 5649 1161
2 9935 8864
1 6525 3609
2 2643 6483
1 1785 5283
2 6030 7777
1 2199 6606
1 6497 2785
2 5627 4287
2 1582 4335
1 6158 4301
2 3854 8
1 5304 3809
1 8430 281
1 7323 8818
2 2158 2516
2 7065 4799
2 2674 8796
1 7570 6649
2 8849 5330
1 4800 7225
1 1433 9772
2 7505 4825
1 8294 496
2 1064 91
1 8919 6560
1 6861 4673
2 7195 7171
1 7546 4510
2 7572 3230
1 3659 3543
1 4715 6223
2 1052 3374
1 9690 6158
1 9178 9644
2 8582 8512
1 8711 9861
1 8001 7722
2 3198 4213
2 5140 3385
2 6140 3201
2 3878 3332
1 7648 2693
2 9807 3061
2 2965 9235
2 1266 4031
2 7467 1632
1 8352 1526
2 8148 2977
1 6539 2564
1 997 3864
1 1977 1234
2 384 3880
1 3285 229
1 6572 7217
2 7865 8013
1 4385 75
2 2315 3676
1 5926 2789
2 7570 7396
1 2946 4036
2 1096 919
1 8724 450
1 382 3350
2 2113 4737
1 6664 7639
1 8955 5799
2 7773 7264
2 9856 8008
1 2267 6357
1 7635 2371
2 4068 5239
2 8170 8641
1 9027 5126
2 5591 2558
2 5559 8655
2 4850 5285
1 7507 8052
1 3897 2107
